subject,stimtype,task,s,contrast_id,Chat,g,tf,resp,rt,C
9,ellipse,A,-10.026,1,-1,3,1,2,0.538257,-1
9,ellipse,A,-6.04595,1,-1,3,1,2,0.552866,-1
9,ellipse,A,4.49856,2,1,3,1,7,0.614495,1
9,ellipse,A,10.172,4,1,2,0,6,0.676821,-1
9,ellipse,A,2.86148,4,-1,1,1,4,0.734215,-1
9,ellipse,A,-2.94639,6,-1,1,0,4,0.500859,1
9,ellipse,A,10.7636,6,-1,1,0,4,0.452868,1
9,ellipse,A,10.6296,3,1,2,1,6,0.56647,1
9,ellipse,A,-2.82415,4,-1,1,0,4,0.676118,1
9,ellipse,A,5.88201,1,1,3,1,7,0.685497,1
9,ellipse,A,-4.71441,1,-1,3,1,2,0.757719,-1
9,ellipse,A,3.98897,1,1,3,1,7,0.524159,1
9,ellipse,A,4.79201,4,-1,1,0,4,0.555448,1
9,ellipse,A,-6.92923,1,-1,3,1,2,0.809391,-1
9,ellipse,A,-0.184831,4,-1,3,0,2,0.733347,1
9,ellipse,A,4.55329,1,1,3,1,7,0.452181,1
9,ellipse,A,-8.70769,6,-1,1,1,4,1.28555,-1
9,ellipse,A,5.23894,2,1,3,0,7,0.470648,-1
9,ellipse,A,3.41064,3,1,2,1,6,0.69602,1
9,ellipse,A,-2.4425,2,-1,1,0,4,0.912606,1
9,ellipse,A,-8.05549,3,-1,1,1,4,0.512721,-1
9,ellipse,A,-12.0404,1,-1,2,0,3,0.720623,1
9,ellipse,A,-7.9244,5,-1,3,1,2,1.35163,-1
9,ellipse,A,10.8423,3,1,3,1,7,0.565598,1
9,ellipse,A,7.56513,4,1,2,1,6,0.483513,1
9,ellipse,A,-2.57609,6,1,1,1,5,0.756591,1
9,ellipse,A,12.1336,6,1,1,1,5,0.458586,1
9,ellipse,A,-9.75838,2,-1,3,1,2,0.540066,-1
9,ellipse,A,-5.11609,2,-1,3,1,2,0.474742,-1
9,ellipse,A,-2.8893,4,-1,1,1,4,1.26009,-1
9,ellipse,A,-10.2266,3,-1,3,1,2,0.718093,-1
9,ellipse,A,-1.38403,1,1,1,0,5,0.677477,-1
9,ellipse,A,-7.21976,6,1,1,0,5,0.622624,-1
9,ellipse,A,-7.38382,3,-1,2,1,3,0.74611,-1
9,ellipse,A,2.51803,5,1,1,0,5,0.496757,-1
9,ellipse,A,-3.28027,3,-1,3,1,2,0.433363,-1
9,ellipse,A,2.6141,6,-1,2,1,3,0.596011,-1
9,ellipse,A,-12.0149,1,-1,3,1,2,0.512763,-1
9,ellipse,A,4.33615,3,1,3,0,7,0.752773,-1
9,ellipse,A,4.3556,2,1,3,1,7,0.550552,1
9,ellipse,A,7.8385,6,1,2,1,6,0.612729,1
9,ellipse,A,3.25132,5,-1,1,1,4,0.769062,-1
9,ellipse,A,6.47348,3,1,2,1,6,0.630369,1
9,ellipse,A,-2.20789,1,-1,1,0,4,0.70531,1
9,ellipse,A,-7.30145,6,-1,2,1,3,0.585326,-1
9,ellipse,A,-4.79606,6,-1,2,1,3,0.629945,-1
9,ellipse,A,-6.45734,5,-1,2,0,3,0.641357,1
9,ellipse,A,8.3046,2,1,3,1,7,0.443849,1
9,ellipse,A,7.30005,1,1,3,0,7,0.398599,-1
9,ellipse,A,-6.00397,3,-1,2,1,3,0.771228,-1
9,ellipse,A,-7.64471,1,-1,3,1,2,0.456546,-1
9,ellipse,A,4.00073,2,-1,1,1,4,2.3783,-1
9,ellipse,A,-2.40493,4,-1,2,1,3,0.655637,-1
9,ellipse,A,-2.30342,2,-1,1,1,4,0.729603,-1
9,ellipse,A,-9.04745,5,-1,1,1,4,0.865015,-1
9,ellipse,A,-9.87171,2,-1,3,1,2,0.595022,-1
9,ellipse,A,-10.1316,1,-1,3,1,2,0.575577,-1
9,ellipse,A,-3.66117,5,-1,1,1,4,0.924922,-1
9,ellipse,A,2.41392,3,-1,1,1,4,0.396186,-1
9,ellipse,A,-6.8429,4,-1,1,1,4,0.640911,-1
9,ellipse,A,-17.1067,2,-1,3,1,2,0.667683,-1
9,ellipse,A,-5.5155,5,-1,2,1,3,1.06085,-1
9,ellipse,A,2.35981,5,-1,1,0,4,0.62294,1
9,ellipse,A,2.9374,5,-1,1,0,4,0.522211,1
9,ellipse,A,-2.14585,2,-1,1,1,4,0.681416,-1
9,ellipse,A,0.603628,1,1,3,0,7,0.658722,-1
9,ellipse,A,-1.59166,3,-1,1,1,4,0.796865,-1
9,ellipse,A,-3.04729,3,-1,1,1,4,0.497393,-1
9,ellipse,A,13.8191,6,1,2,1,6,0.882101,1
9,ellipse,A,3.18746,5,1,2,1,6,0.563511,1
9,ellipse,A,3.22075,3,1,2,1,6,0.609361,1
9,ellipse,A,11.301,5,1,2,1,6,0.525441,1
9,ellipse,A,8.36633,1,1,4,1,8,0.652711,1
9,ellipse,A,-5.59203,6,1,3,0,7,0.726752,-1
9,ellipse,A,-4.45391,5,-1,1,1,4,0.798026,-1
9,ellipse,A,9.58451,4,1,3,1,7,0.546708,1
9,ellipse,A,-4.07351,2,-1,2,0,3,1.07336,1
9,ellipse,A,3.13426,6,1,3,1,7,0.666618,1
9,ellipse,A,8.33063,5,1,3,1,7,0.963948,1
9,ellipse,A,2.81842,2,1,4,0,8,0.641921,-1
9,ellipse,A,12.3838,2,1,4,1,8,0.396948,1
9,ellipse,A,8.2651,3,1,4,1,8,6.2732,1
9,ellipse,A,2.34134,3,-1,2,1,3,0.969256,-1
9,ellipse,A,8.67809,6,-1,1,1,4,0.774467,-1
9,ellipse,A,10.5388,5,1,2,1,6,0.539895,1
9,ellipse,A,9.30633,1,1,3,0,7,0.554439,-1
9,ellipse,A,-0.706605,6,1,1,0,5,1.4804,-1
9,ellipse,A,-2.07662,6,1,1,0,5,0.529744,-1
9,ellipse,A,-8.46973,1,-1,3,1,2,0.6412,-1
9,ellipse,A,2.09879,1,1,1,0,5,1.41976,-1
9,ellipse,A,-2.24118,2,1,1,0,5,0.775487,-1
9,ellipse,A,-0.355501,1,1,1,0,5,0.49235,-1
9,ellipse,A,2.32651,4,1,1,0,5,0.428984,-1
9,ellipse,A,11.2274,5,1,2,1,6,0.912374,1
9,ellipse,A,-3.10673,4,-1,2,0,3,0.560689,1
9,ellipse,A,9.58083,5,1,3,1,7,0.622366,1
9,ellipse,A,12.8301,6,1,3,1,7,0.505635,1
9,ellipse,A,3.39105,5,1,3,0,7,0.537595,-1
9,ellipse,A,0.181294,6,1,2,1,6,0.456268,1
9,ellipse,A,12.5722,5,1,1,1,5,0.689618,1
9,ellipse,A,-5.11645,5,-1,1,1,4,0.79417,-1
9,ellipse,A,15.5458,2,1,3,1,7,0.542892,1
9,ellipse,A,-3.74159,4,-1,2,1,3,1.0375,-1
9,ellipse,A,-12.6149,6,-1,1,1,4,0.472484,-1
9,ellipse,A,-6.72973,4,1,1,0,5,0.889521,-1
9,ellipse,A,1.67112,5,1,1,1,5,0.874129,1
9,ellipse,A,-4.47755,5,-1,1,1,4,0.667505,-1
9,ellipse,A,-0.294708,4,-1,1,0,4,0.516798,1
9,ellipse,A,0.706796,4,-1,1,0,4,0.612067,1
9,ellipse,A,0.580766,4,-1,1,0,4,0.784127,1
9,ellipse,A,-7.75629,1,-1,3,1,2,0.692744,-1
9,ellipse,A,-6.66131,5,-1,3,1,2,0.541403,-1
9,ellipse,A,0.323053,4,-1,1,0,4,0.812514,1
9,ellipse,A,-0.0619602,4,1,1,0,5,0.656011,-1
9,ellipse,A,-5.85586,3,-1,1,1,4,0.858083,-1
9,ellipse,A,11.5425,6,1,2,1,6,0.700096,1
9,ellipse,A,8.04163,6,1,2,1,6,0.73997,1
9,ellipse,A,3.82727,2,1,3,1,7,0.474673,1
9,ellipse,A,-3.92098,4,-1,1,1,4,0.715946,-1
9,ellipse,A,4.27527,1,1,3,0,7,0.563239,-1
9,ellipse,A,-1.39794,4,-1,1,0,4,0.913228,1
9,ellipse,A,-5.38753,1,-1,3,1,2,0.737228,-1
9,ellipse,A,1.01477,4,1,1,1,5,1.86392,1
9,ellipse,A,-4.09412,2,-1,3,1,2,0.577898,-1
9,ellipse,A,12.7276,5,1,2,1,6,0.591174,1
9,ellipse,A,4.80524,2,1,2,1,6,0.491811,1
9,ellipse,A,-3.23145,3,-1,1,0,4,1.06845,1
9,ellipse,A,-3.3294,3,-1,1,1,4,0.45384,-1
9,ellipse,A,-7.5001,3,-1,1,1,4,0.439771,-1
9,ellipse,A,0.527989,3,1,1,1,5,0.618458,1
9,ellipse,A,-0.758658,3,1,1,1,5,0.54979,1
9,ellipse,A,-10.7057,5,-1,2,1,3,1.04382,-1
9,ellipse,A,-10.349,4,-1,3,1,2,0.670766,-1
9,ellipse,A,2.93735,1,-1,1,0,4,0.599687,1
9,ellipse,A,1.42871,5,-1,1,1,4,0.500136,-1
9,ellipse,A,-1.21777,3,1,1,1,5,0.564146,1
9,ellipse,A,0.726311,3,-1,1,0,4,0.418129,1
9,ellipse,A,-7.0612,4,-1,1,1,4,0.501066,-1
9,ellipse,A,-2.8021,5,1,1,0,5,0.565378,-1
9,ellipse,A,2.1164,1,1,1,0,5,0.483394,-1
9,ellipse,A,-9.81384,6,-1,1,1,4,0.51598,-1
9,ellipse,A,-5.12831,5,1,1,0,5,0.836003,-1
9,ellipse,A,-5.48676,4,-1,3,0,2,0.566307,1
9,ellipse,A,5.52423,3,1,2,1,6,0.57995,1
9,ellipse,A,3.98397,6,-1,1,0,4,0.784994,1
9,ellipse,A,-2.24052,3,-1,1,0,4,0.533593,1
9,ellipse,A,3.67109,3,1,1,0,5,0.388681,-1
9,ellipse,A,-4.81856,1,-1,1,1,4,0.709864,-1
9,ellipse,A,5.8975,2,1,2,1,6,0.54191,1
9,ellipse,A,-4.78285,2,-1,2,1,3,0.876516,-1
9,ellipse,A,3.95786,2,1,2,1,6,0.413851,1
9,ellipse,A,9.45154,5,1,2,0,6,0.753583,-1
9,ellipse,A,4.54372,1,1,1,1,5,0.471825,1
9,ellipse,A,-12.6205,6,-1,3,1,2,0.841161,-1
9,ellipse,A,3.55838,4,1,1,1,5,0.95574,1
9,ellipse,A,0.852988,2,1,1,1,5,0.521796,1
9,ellipse,A,-11.0769,5,1,1,0,5,0.440741,-1
9,ellipse,A,-13.4048,5,-1,3,1,2,0.491783,-1
9,ellipse,A,3.41934,2,1,3,1,7,0.636419,1
9,ellipse,A,1.92063,5,1,2,1,6,0.583052,1
9,ellipse,A,3.89752,2,1,2,0,6,0.467746,-1
9,ellipse,A,0.858349,3,1,1,1,5,1.20506,1
9,ellipse,A,11.1955,3,1,3,1,7,0.744987,1
9,ellipse,A,-4.47395,4,-1,1,1,4,0.655711,-1
9,ellipse,A,11.7047,3,1,3,1,7,0.617626,1
9,ellipse,A,5.93424,6,-1,1,0,4,0.484929,1
9,ellipse,A,-3.7888,2,1,3,0,7,1.12564,-1
9,ellipse,A,5.99963,3,1,2,1,6,0.572925,1
9,ellipse,A,-5.78482,3,-1,3,1,2,0.522275,-1
9,ellipse,A,1.45099,3,1,1,0,5,0.601591,-1
9,ellipse,A,-6.45438,3,-1,1,1,4,0.469541,-1
9,ellipse,A,-3.52612,6,1,1,0,5,0.98283,-1
9,ellipse,A,-3.05499,3,1,1,1,5,0.660192,1
9,ellipse,A,-9.87913,2,-1,3,1,2,0.590168,-1
9,ellipse,A,4.96796,6,1,3,0,7,0.76282,-1
9,ellipse,A,0.390768,4,-1,2,1,3,0.704797,-1
9,ellipse,A,-4.18383,5,-1,2,1,3,0.600786,-1
9,ellipse,A,-3.20632,1,-1,2,0,3,0.708458,1
9,ellipse,A,1.89777,3,1,3,1,7,0.540733,1
9,ellipse,A,-3.92449,4,1,2,0,6,0.795441,-1
9,ellipse,A,-2.91632,2,1,2,1,6,0.89613,1
9,ellipse,A,-0.588723,3,-1,2,1,3,1.53666,-1
9,ellipse,A,-0.97936,2,-1,1,0,4,0.567345,1
9,ellipse,A,-1.51315,4,-1,2,0,3,0.532728,1
9,ellipse,A,7.24936,6,-1,1,0,4,0.676029,1
9,ellipse,A,-1.73306,3,-1,1,1,4,0.541361,-1
9,ellipse,A,4.09436,6,-1,1,0,4,0.55566,1
9,ellipse,A,6.19681,6,1,2,0,6,0.713559,-1
9,ellipse,A,7.52659,6,1,1,1,5,0.977589,1
9,ellipse,A,-6.84086,5,1,1,0,5,0.558993,-1
9,ellipse,A,1.29765,5,1,1,0,5,0.604847,-1
9,ellipse,A,5.19845,3,1,2,1,6,0.616972,1
9,ellipse,A,-1.94691,6,1,2,0,6,0.516181,-1
9,ellipse,A,-5.45317,2,-1,3,1,2,0.515569,-1
9,ellipse,A,0.784946,6,-1,2,1,3,0.899588,-1
9,ellipse,A,-1.05532,5,1,1,0,5,2.08144,-1
9,ellipse,A,17.1419,5,1,3,1,7,0.802794,1
9,ellipse,A,-6.71817,4,-1,3,1,2,0.646787,-1
9,ellipse,A,-6.20624,6,-1,1,1,4,0.945391,-1
9,ellipse,A,2.53193,4,-1,1,0,4,0.672025,1
9,ellipse,A,-8.54559,4,-1,2,1,3,0.649402,-1
9,ellipse,A,-3.48894,2,-1,2,1,3,1.0434,-1
9,ellipse,A,4.31832,5,1,1,1,5,1.118,1
9,ellipse,A,0.316153,6,1,1,0,5,0.549249,-1
9,ellipse,A,7.40122,5,1,2,1,6,0.483364,1
9,ellipse,A,11.5438,4,1,3,1,7,0.612061,1
9,ellipse,A,1.40646,5,1,2,1,6,0.54393,1
9,ellipse,A,-1.77554,6,1,1,1,5,0.750581,1
9,ellipse,A,4.88232,5,1,1,0,5,0.613104,-1
9,ellipse,A,5.83073,6,1,2,1,6,0.544623,1
9,ellipse,A,-4.91997,6,1,2,0,6,0.46327,-1
9,ellipse,A,-4.30741,6,-1,2,1,3,0.673301,-1
9,ellipse,A,14.2753,6,1,2,1,6,0.602511,1
9,ellipse,A,-1.40758,1,-1,2,1,3,0.614527,-1
9,ellipse,A,-10.3416,5,-1,2,1,3,0.738603,-1
9,ellipse,A,-11.4349,5,-1,2,1,3,0.68116,-1
9,ellipse,A,-0.713005,4,1,1,1,5,0.722534,1
9,ellipse,A,3.19814,1,1,3,0,7,0.649785,-1
9,ellipse,A,-1.96867,2,-1,2,0,3,0.659767,1
9,ellipse,A,0.643743,2,-1,1,1,4,1.2139,-1
9,ellipse,A,-0.186048,5,1,2,1,6,0.60973,1
9,ellipse,A,3.43564,5,1,2,1,6,0.589778,1
9,ellipse,A,-1.35747,5,-1,3,0,2,0.602494,1
9,ellipse,A,5.32642,4,1,3,1,7,0.502376,1
9,ellipse,A,2.4925,6,1,2,1,6,0.582388,1
9,ellipse,A,-2.89204,5,1,1,0,5,0.819049,-1
9,ellipse,A,5.84277,6,1,1,1,5,0.486302,1
9,ellipse,A,-5.53359,2,-1,3,1,2,0.615016,-1
9,ellipse,A,-4.17264,5,-1,1,1,4,0.962938,-1
9,ellipse,A,-3.28272,1,-1,2,1,3,0.961037,-1
9,ellipse,A,9.93204,2,1,3,1,7,0.734934,1
9,ellipse,A,4.27845,6,1,2,1,6,0.677712,1
9,ellipse,A,9.80152,5,1,3,1,7,0.622968,1
9,ellipse,A,1.1212,5,-1,2,0,3,1.17824,1
9,ellipse,A,6.60556,5,1,3,1,7,0.511669,1
9,ellipse,A,-2.99423,4,-1,2,1,3,0.463549,-1
9,ellipse,A,-10.0523,3,-1,3,1,2,0.593598,-1
9,ellipse,A,0.675234,6,-1,2,0,3,1.00371,1
9,ellipse,A,-2.76144,1,-1,2,1,3,0.490252,-1
9,ellipse,A,1.15553,5,-1,1,0,4,0.538837,1
9,ellipse,A,0.68909,3,-1,2,0,3,0.53756,1
9,ellipse,A,-7.8983,2,-1,3,1,2,0.776132,-1
9,ellipse,A,0.039931,2,-1,1,0,4,1.27747,1
9,ellipse,A,5.89187,6,1,1,1,5,0.820089,1
9,ellipse,A,-5.54395,5,-1,1,1,4,0.759354,-1
9,ellipse,A,0.653082,2,-1,1,0,4,0.909422,1
9,ellipse,A,2.86777,2,1,1,1,5,0.589408,1
9,ellipse,A,-0.900004,1,-1,1,1,4,0.60217,-1
9,ellipse,A,-0.944944,3,1,1,0,5,0.533866,-1
9,ellipse,A,-6.57407,1,-1,3,1,2,0.596702,-1
9,ellipse,A,-3.13577,5,-1,2,0,3,0.641391,1
9,ellipse,A,-0.833279,4,-1,2,0,3,1.00392,1
9,ellipse,A,4.14684,3,1,1,1,5,0.904032,1
9,ellipse,A,-1.19275,5,-1,1,0,4,0.871978,1
9,ellipse,A,-9.42519,1,-1,3,1,2,0.6653,-1
9,ellipse,A,-1.77902,5,-1,2,1,3,0.691349,-1
9,ellipse,A,-15.7941,4,-1,2,1,3,0.955883,-1
9,ellipse,A,-6.81955,2,-1,3,1,2,0.568207,-1
9,ellipse,A,4.51945,1,1,3,1,7,0.79117,1
9,ellipse,A,-2.42293,4,-1,2,1,3,0.795835,-1
9,ellipse,A,-3.60658,2,-1,2,0,3,0.528628,1
9,ellipse,A,2.01951,4,1,2,1,6,1.21582,1
9,ellipse,A,-4.44799,1,-1,2,1,3,0.611634,-1
9,ellipse,A,6.57664,6,-1,2,0,3,0.639169,1
9,ellipse,A,8.04918,2,1,3,1,7,0.649754,1
9,ellipse,A,7.16167,1,1,3,1,7,0.499844,1
9,ellipse,A,7.46827,5,1,1,1,5,0.835773,1
9,ellipse,A,6.57801,4,1,2,1,6,0.50242,1
9,ellipse,A,6.85593,1,1,3,1,7,0.486389,1
9,ellipse,A,-6.96643,4,1,3,0,7,0.679036,-1
9,ellipse,A,-10.4941,6,1,3,0,7,0.528384,-1
9,ellipse,A,0.647958,3,1,3,1,7,0.559713,1
9,ellipse,A,7.99084,3,1,2,1,6,0.413686,1
9,ellipse,A,2.72112,2,1,1,1,5,0.68962,1
9,ellipse,A,14.866,2,1,1,1,5,0.426257,1
9,ellipse,A,-4.40659,6,1,1,1,5,0.605721,1
9,ellipse,A,-3.99041,5,-1,2,1,3,0.985661,-1
9,ellipse,A,6.49943,1,1,3,1,7,0.790252,1
9,ellipse,A,-2.0927,4,1,1,0,5,1.38689,-1
9,ellipse,A,8.76396,5,1,2,1,6,1.12454,1
9,ellipse,A,-9.43193,4,-1,3,1,2,1.23088,-1
9,ellipse,A,5.25673,3,1,3,1,7,0.62623,1
9,ellipse,A,-0.477076,2,-1,1,0,4,0.90954,1
9,ellipse,A,-8.85478,5,-1,1,1,4,0.541558,-1
9,ellipse,A,-1.49645,1,-1,2,1,3,0.892218,-1
9,ellipse,A,5.22223,1,1,3,1,7,0.668809,1
9,ellipse,A,6.05285,5,1,2,0,6,0.630131,-1
9,ellipse,A,2.49445,3,1,2,0,6,0.689438,-1
9,ellipse,A,-0.500574,1,-1,1,1,4,0.986148,-1
9,ellipse,A,6.29443,3,1,3,0,7,0.838823,-1
9,ellipse,A,3.67572,2,1,3,1,7,0.489357,1
9,ellipse,A,-9.17184,1,-1,3,1,2,0.692813,-1
9,ellipse,A,6.92852,5,1,3,1,7,0.493253,1
9,ellipse,A,5.41508,5,1,3,1,7,0.51007,1
9,ellipse,A,-1.58761,5,1,2,0,6,0.477997,-1
9,ellipse,A,8.55606,6,1,2,1,6,0.527402,1
9,ellipse,A,-2.33309,4,-1,2,1,3,1.05457,-1
9,ellipse,A,-7.08934,1,-1,3,1,2,0.616601,-1
9,ellipse,A,-10.378,1,-1,3,1,2,0.355903,-1
9,ellipse,A,8.99915,6,-1,2,0,3,0.745997,1
9,ellipse,A,5.10313,5,-1,2,0,3,0.608495,1
9,ellipse,A,-3.30676,5,-1,2,0,3,0.489816,1
9,ellipse,A,0.617451,5,-1,2,0,3,0.49323,1
9,ellipse,A,2.08224,3,1,1,1,5,2.18986,1
9,ellipse,A,-6.25242,3,-1,3,1,2,0.666566,-1
9,ellipse,A,0.392117,5,-1,1,1,4,0.931793,-1
9,ellipse,A,-0.703979,5,1,1,0,5,0.787159,-1
9,ellipse,A,1.17495,2,1,1,0,5,0.519758,-1
9,ellipse,A,-5.04695,2,-1,1,1,4,1.12705,-1
9,ellipse,A,-4.09644,3,1,1,0,5,0.878505,-1
9,ellipse,A,-6.26826,1,-1,2,1,3,0.639832,-1
9,ellipse,A,-4.54064,1,-1,3,1,2,0.762481,-1
9,ellipse,A,4.21392,4,1,2,1,6,0.656332,1
9,ellipse,A,7.8848,2,1,2,1,6,0.458881,1
9,ellipse,A,4.3196,1,1,2,1,6,0.52442,1
9,ellipse,A,-7.54963,6,1,2,0,6,1.00362,-1
9,ellipse,A,-5.26025,6,-1,2,1,3,1.09569,-1
9,ellipse,A,1.69779,5,1,2,1,6,0.672316,1
9,ellipse,A,-13.4176,3,-1,3,1,2,0.825667,-1
9,ellipse,A,5.13645,2,1,3,1,7,0.524924,1
9,ellipse,A,-10.0779,1,-1,3,0,2,0.636372,1
9,ellipse,A,-1.40934,6,-1,1,1,4,1.3354,-1
9,ellipse,A,-0.125534,5,-1,1,0,4,0.806139,1
9,ellipse,A,-2.94197,1,-1,1,1,4,0.617636,-1
9,ellipse,A,15.0174,6,1,3,1,7,0.757368,1
9,ellipse,A,-3.78389,5,-1,3,1,2,0.667477,-1
9,ellipse,A,-0.4042,4,-1,3,0,2,0.564734,1
9,ellipse,A,12.0217,4,1,3,1,7,0.610722,1
9,ellipse,A,0.0436303,2,-1,2,0,3,0.638694,1
9,ellipse,A,-3.62358,1,-1,3,1,2,0.553326,-1
9,ellipse,A,-9.02207,6,-1,2,1,3,0.886833,-1
9,ellipse,A,5.76179,6,1,2,1,6,0.600029,1
9,ellipse,A,4.323,2,1,2,1,6,0.579943,1
9,ellipse,A,-5.6918,1,-1,3,0,2,0.481236,1
9,ellipse,A,-4.06077,3,-1,3,1,2,0.56258,-1
9,ellipse,A,-3.05696,1,-1,3,1,2,0.480635,-1
9,ellipse,A,2.19396,2,1,2,1,6,0.673899,1
9,ellipse,A,4.82945,6,-1,3,0,2,0.459237,1
9,ellipse,A,-11.3535,1,-1,3,1,2,0.509269,-1
9,ellipse,A,-9.56067,5,-1,2,1,3,2.72839,-1
9,ellipse,A,4.50998,2,1,1,1,5,0.943698,1
9,ellipse,A,-0.0759503,5,-1,1,0,4,0.750263,1
9,ellipse,A,-3.9267,4,-1,1,1,4,0.516305,-1
9,ellipse,A,-7.0278,4,1,1,0,5,1.05971,-1
9,ellipse,A,-12.7087,3,-1,3,1,2,0.717613,-1
9,ellipse,A,-5.07744,2,-1,3,0,2,0.468992,1
9,ellipse,A,-5.22113,4,-1,3,0,2,0.486304,1
9,ellipse,A,7.60798,1,1,3,0,7,0.598854,-1
9,ellipse,A,-1.40469,3,-1,2,1,3,1.73148,-1
9,ellipse,A,2.43596,4,1,2,0,6,0.642827,-1
9,ellipse,A,-5.62619,5,-1,2,1,3,1.37355,-1
9,ellipse,A,-10.2445,4,-1,3,0,2,0.79494,1
9,ellipse,A,-6.00466,1,-1,3,1,2,0.511525,-1
9,ellipse,A,-6.01766,5,-1,2,1,3,0.751641,-1
9,ellipse,A,4.56416,4,1,1,1,5,0.725477,1
9,ellipse,A,4.93541,6,1,2,1,6,0.652711,1
9,ellipse,A,-3.67903,2,1,2,0,6,0.790769,-1
9,ellipse,A,6.02352,2,1,4,1,8,1.17941,1
9,ellipse,A,-3.62452,1,-1,3,1,2,0.60879,-1
9,ellipse,A,-8.0857,5,-1,2,1,3,1.14687,-1
9,ellipse,A,-5.09116,2,-1,1,1,4,0.867479,-1
9,ellipse,A,-2.27853,5,-1,1,0,4,0.660723,1
9,ellipse,A,5.45358,2,-1,2,0,3,0.878654,1
9,ellipse,A,-2.56069,1,-1,2,0,3,0.720085,1
9,ellipse,A,4.73665,6,1,1,1,5,0.91937,1
9,ellipse,A,-2.89348,4,-1,1,0,4,0.550661,1
9,ellipse,A,-3.86324,5,1,1,0,5,0.629249,-1
9,ellipse,A,5.85094,6,1,1,1,5,0.4959,1
9,ellipse,A,7.05791,1,1,2,1,6,1.48857,1
9,ellipse,A,-1.34269,2,-1,2,1,3,2.72924,-1
9,ellipse,A,2.06544,1,1,1,1,5,0.944565,1
9,ellipse,A,-3.19906,4,-1,2,1,3,1.02322,-1
9,ellipse,A,3.01485,5,-1,1,1,4,0.602438,-1
9,ellipse,A,-5.12688,6,-1,1,1,4,0.48651,-1
9,ellipse,A,0.162129,6,-1,1,1,4,0.551288,-1
9,ellipse,A,-6.65172,6,-1,1,1,4,0.581192,-1
9,ellipse,A,-0.554425,5,-1,1,0,4,1.17037,1
9,ellipse,A,-2.28231,5,-1,1,0,4,1.04779,1
9,ellipse,A,-4.21956,1,-1,3,0,2,0.658408,1
9,ellipse,A,-0.0121958,6,1,2,1,6,0.876408,1
9,ellipse,A,-6.35306,1,-1,3,1,2,0.540057,-1
9,ellipse,A,1.99423,5,-1,3,0,2,0.556491,1
9,ellipse,A,9.07358,5,1,2,0,6,1.22642,-1
9,ellipse,A,6.02343,4,1,2,0,6,0.653762,-1
9,ellipse,A,5.16027,4,1,2,0,6,0.695668,-1
9,ellipse,A,-7.67089,2,-1,3,1,2,0.768292,-1
9,ellipse,A,6.13515,1,1,4,1,8,0.837714,1
9,ellipse,A,10.416,1,1,4,1,8,0.673595,1
9,ellipse,A,0.79025,4,1,1,1,5,1.89889,1
9,ellipse,A,-3.9689,3,-1,3,0,2,0.627554,1
9,ellipse,A,-6.09392,5,1,1,0,5,1.45484,-1
9,ellipse,A,9.63742,4,1,2,1,6,0.872877,1
9,ellipse,A,4.43432,6,1,1,1,5,1.48218,1
9,ellipse,A,6.80311,6,-1,2,0,3,0.70747,1
9,ellipse,A,2.11265,3,-1,1,1,4,1.19547,-1
9,ellipse,A,9.0496,6,1,2,1,6,0.72022,1
9,ellipse,A,-1.09864,2,-1,2,0,3,1.11148,1
9,ellipse,A,5.47305,2,1,2,1,6,3.63137,1
9,ellipse,A,-5.86264,5,-1,2,1,3,0.674735,-1
9,ellipse,A,0.611877,2,-1,2,1,3,1.21197,-1
9,ellipse,A,-0.24693,2,-1,2,1,3,0.56011,-1
9,ellipse,A,11.022,4,1,3,1,7,0.638103,1
9,ellipse,A,-2.22242,1,-1,3,1,2,0.632612,-1
9,ellipse,A,-2.97688,6,1,2,1,6,1.49138,1
9,ellipse,A,5.54306,3,-1,2,0,3,0.508064,1
9,ellipse,A,-6.21667,1,-1,3,1,2,0.716021,-1
9,ellipse,A,2.08324,6,-1,1,0,4,1.23542,1
9,ellipse,A,16.0844,2,1,3,1,7,0.549961,1
9,ellipse,A,3.8382,5,1,1,1,5,0.755896,1
9,ellipse,A,-2.13005,3,1,1,0,5,0.793875,-1
9,ellipse,A,0.0769924,3,1,1,1,5,1.69457,1
9,ellipse,A,-0.0477045,4,1,1,1,5,0.991196,1
9,ellipse,A,-12.0381,5,-1,2,1,3,0.891955,-1
9,ellipse,A,0.118832,2,-1,1,1,4,0.700519,-1
9,ellipse,A,-2.40784,3,1,1,0,5,0.740475,-1
9,ellipse,A,-9.46009,4,1,1,0,5,0.68324,-1
9,ellipse,A,10.0074,3,1,4,1,8,0.723775,1
9,ellipse,A,8.05086,3,1,2,1,6,0.667164,1
9,ellipse,A,1.18851,5,1,3,1,7,0.804422,1
9,ellipse,A,8.91207,1,1,3,1,7,0.632501,1
9,ellipse,A,-4.09078,3,1,2,0,6,1.10705,-1
9,ellipse,A,-0.670094,3,-1,2,1,3,0.858976,-1
9,ellipse,A,10.9376,4,1,2,1,6,0.653092,1
9,ellipse,A,-1.37395,5,-1,2,1,3,0.631097,-1
9,ellipse,A,-4.41088,3,-1,2,1,3,0.562302,-1
9,ellipse,A,4.56558,3,-1,2,0,3,1.05636,1
9,ellipse,A,13.7135,2,1,4,1,8,0.682306,1
9,ellipse,A,1.83687,2,-1,3,1,2,0.675636,-1
9,ellipse,A,-4.597,1,-1,3,1,2,1.35699,-1
