subject_name,session_start_time,task,block_type,block_no,section_no,stim_type,stim_category,stim_reliability,stim_orientation,stim_phase,resp_buttonid,resp_category,resp_confidence,resp_rt,resp_correct,resp_rtConf
aeo,2016-02-08 11:12:52,B,Test,0,0,grate,-1,0.03337326996032608,-3.2768915265305507,309.3454710888871,-2,-1,2,0.9848240905616876,1,1.4650310715182968
aeo,2016-02-08 11:12:52,B,Test,0,0,grate,1,0.016572675401761255,-3.3530796186161735,14.593539648145608,-2,-1,2,1.050411678374985,0,0.4698925710590629
aeo,2016-02-08 11:12:52,B,Test,0,0,grate,1,0.1353352832366127,-4.730674866461334,302.02794398786534,-2,-1,2,1.0552677256468996,0,1.9598013834652193
aeo,2016-02-08 11:12:52,B,Test,0,0,grate,-1,0.1353352832366127,4.43481799041529,69.92296917958407,3,1,3,1.6748565091111232,0,0.9597484643845746
aeo,2016-02-08 11:12:52,B,Test,0,1,grate,-1,0.00822974704902003,-1.971993381850743,118.47570092890138,-1,-1,1,5.066012223345751,1,1.0048698383052397
aeo,2016-02-08 11:12:52,B,Test,0,1,grate,-1,0.016572675401761255,-4.053696268476571,216.37050689987842,-3,-1,3,0.8899324816675289,1,0.7000822330442134
aeo,2016-02-08 11:12:52,B,Test,0,1,grate,1,0.03337326996032608,25.455445017022154,262.4187169406995,4,1,4,1.6100684804973753,1,2.1497263602445855
aeo,2016-02-08 11:12:52,B,Test,0,1,grate,1,0.03337326996032608,15.100206979977743,223.2585317242458,3,1,3,1.15581045090903,1,0.8502669045992661
aeo,2016-02-08 11:12:52,B,Test,0,1,grate,1,0.00822974704902003,-1.0161544296823863,359.50544667884157,-2,-1,2,1.0453538971537455,0,0.6099831685251047
aeo,2016-02-08 11:12:52,B,Test,0,1,grate,1,0.016572675401761255,-7.231963246260747,20.881432355900706,-2,-1,2,1.0855416091508232,0,0.5696783931075515
aeo,2016-02-08 11:12:52,B,Test,0,1,grate,1,0.00822974704902003,-3.12318068810042,95.84386839662736,-3,-1,3,1.1850108788798934,0,1.8153066356035197
aeo,2016-02-08 11:12:52,B,Test,0,1,grate,-1,0.016572675401761255,-2.574373179439954,182.86576017001497,1,1,1,3.981769537083437,0,1.0413891354883162
aeo,2016-02-08 11:12:52,B,Test,0,1,grate,1,0.016572675401761255,6.654089158717619,60.2198065123877,3,1,3,1.0467301139715346,1,0.760333332477785
aeo,2016-02-08 11:12:52,B,Test,0,1,grate,1,0.00822974704902003,7.1972356810385785,210.79783588263115,1,1,1,3.7152934218697737,1,1.0402698167526978
aeo,2016-02-08 11:12:52,B,Test,0,1,grate,1,0.00822974704902003,-17.112294264480223,148.67546331484186,3,1,3,0.945638313157815,1,0.6801795271794617
aeo,2016-02-08 11:12:52,B,Test,0,1,grate,1,0.03337326996032608,22.51082303191371,38.81573422468026,4,1,4,0.8804801717014925,1,0.7251203347823321
aeo,2016-02-08 11:12:52,B,Test,0,1,grate,1,0.06720551273974976,-2.270979930760354,28.113316706753345,3,1,3,1.3799949197682508,1,0.8602917028010779
aeo,2016-02-08 11:12:52,B,Test,0,1,grate,-1,0.016572675401761255,-2.7266717891095453,134.5442596212631,2,1,2,1.1251831320910242,0,0.7050431563120583
